h3_08,municipio,operator,variable,median
88499585e9fffff,Coyoacán,ALTAN Redes,m_upload_mbps,8.243
88499585e9fffff,Coyoacán,AT&T,m_upload_mbps,9.935
88499585e9fffff,Coyoacán,Movistar,m_upload_mbps,21.828
88499585e9fffff,Coyoacán,Telcel,m_upload_mbps,3.4299999999999997
88499585ebfffff,Coyoacán,ALTAN Redes,m_upload_mbps,6.927
88499585ebfffff,Coyoacán,AT&T,m_upload_mbps,7.631
88499585ebfffff,Coyoacán,Movistar,m_upload_mbps,7.503
88499585ebfffff,Coyoacán,Telcel,m_upload_mbps,11.181000000000001
88499585edfffff,Coyoacán,ALTAN Redes,m_upload_mbps,5.69
88499585edfffff,Coyoacán,AT&T,m_upload_mbps,10.3965
88499585edfffff,Coyoacán,Movistar,m_upload_mbps,19.4325
88499585edfffff,Coyoacán,Telcel,m_upload_mbps,4.258
88499585edfffff,Iztapalapa,ALTAN Redes,m_upload_mbps,6.593
88499585edfffff,Iztapalapa,AT&T,m_upload_mbps,6.723
88499585edfffff,Iztapalapa,Movistar,m_upload_mbps,19.308999999999997
88499585edfffff,Iztapalapa,Telcel,m_upload_mbps,15.935
8849958601fffff,Tlalpan,ALTAN Redes,m_upload_mbps,44.585
8849958601fffff,Tlalpan,AT&T,m_upload_mbps,28.8145
8849958601fffff,Tlalpan,Movistar,m_upload_mbps,39.498
8849958601fffff,Tlalpan,Telcel,m_upload_mbps,25.217
8849958605fffff,Tlalpan,ALTAN Redes,m_upload_mbps,11.1425
8849958605fffff,Tlalpan,AT&T,m_upload_mbps,4.5045
8849958605fffff,Tlalpan,Movistar,m_upload_mbps,9.276499999999999
8849958605fffff,Tlalpan,Telcel,m_upload_mbps,13.02
8849958607fffff,Tlalpan,ALTAN Redes,m_upload_mbps,0.304
8849958607fffff,Tlalpan,Telcel,m_upload_mbps,11.421
8849958609fffff,Tlalpan,ALTAN Redes,m_upload_mbps,13.756
8849958609fffff,Tlalpan,AT&T,m_upload_mbps,3.695
8849958609fffff,Tlalpan,Movistar,m_upload_mbps,6.1055
8849958609fffff,Tlalpan,Telcel,m_upload_mbps,8.764
884995860bfffff,Tlalpan,ALTAN Redes,m_upload_mbps,14.058
884995860bfffff,Tlalpan,AT&T,m_upload_mbps,0.972
884995860bfffff,Tlalpan,Movistar,m_upload_mbps,1.724
884995860bfffff,Tlalpan,Telcel,m_upload_mbps,7.082
8849958617fffff,Tlalpan,AT&T,m_upload_mbps,0.05550000000000001
8849958619fffff,Tlalpan,ALTAN Redes,m_upload_mbps,1.216
884995861bfffff,Tlalpan,ALTAN Redes,m_upload_mbps,5.629
8849958621fffff,Tlalpan,ALTAN Redes,m_upload_mbps,4.204
8849958621fffff,Tlalpan,AT&T,m_upload_mbps,5.356
8849958621fffff,Tlalpan,Movistar,m_upload_mbps,12.128
8849958621fffff,Tlalpan,Telcel,m_upload_mbps,13.562
8849958623fffff,Tlalpan,ALTAN Redes,m_upload_mbps,17.0625
8849958623fffff,Tlalpan,AT&T,m_upload_mbps,6.29
8849958623fffff,Tlalpan,Movistar,m_upload_mbps,9.407
8849958623fffff,Tlalpan,Telcel,m_upload_mbps,8.513
8849958625fffff,Tlalpan,ALTAN Redes,m_upload_mbps,22.527
8849958625fffff,Tlalpan,AT&T,m_upload_mbps,2.56
8849958625fffff,Tlalpan,Movistar,m_upload_mbps,0.22449999999999998
8849958625fffff,Tlalpan,Telcel,m_upload_mbps,6.833
8849958627fffff,Tlalpan,ALTAN Redes,m_upload_mbps,8.983
8849958627fffff,Tlalpan,AT&T,m_upload_mbps,2.9705
8849958627fffff,Tlalpan,Movistar,m_upload_mbps,5.378
8849958627fffff,Tlalpan,Telcel,m_upload_mbps,3.442
8849958629fffff,Tlalpan,ALTAN Redes,m_upload_mbps,23.52
8849958629fffff,Tlalpan,AT&T,m_upload_mbps,1.908
8849958629fffff,Tlalpan,Movistar,m_upload_mbps,3.148
8849958629fffff,Tlalpan,Telcel,m_upload_mbps,7.497
884995862bfffff,Tlalpan,ALTAN Redes,m_upload_mbps,2.419
884995862bfffff,Tlalpan,AT&T,m_upload_mbps,3.277
884995862bfffff,Tlalpan,Movistar,m_upload_mbps,8.7375
884995862bfffff,Tlalpan,Telcel,m_upload_mbps,1.739
884995862dfffff,Tlalpan,ALTAN Redes,m_upload_mbps,14.9
884995862dfffff,Tlalpan,AT&T,m_upload_mbps,15.377
884995862dfffff,Tlalpan,Movistar,m_upload_mbps,12.141
884995862dfffff,Tlalpan,Telcel,m_upload_mbps,10.372499999999999
8849958631fffff,Tlalpan,ALTAN Redes,m_upload_mbps,30.981
8849958631fffff,Tlalpan,Movistar,m_upload_mbps,5.288
8849958631fffff,Tlalpan,Telcel,m_upload_mbps,4.557
8849958633fffff,Tlalpan,ALTAN Redes,m_upload_mbps,5.212
8849958635fffff,Tlalpan,ALTAN Redes,m_upload_mbps,20.205
8849958635fffff,Tlalpan,AT&T,m_upload_mbps,2.6215
8849958635fffff,Tlalpan,Movistar,m_upload_mbps,18.654
8849958635fffff,Tlalpan,Telcel,m_upload_mbps,16.674
8849958637fffff,Tlalpan,ALTAN Redes,m_upload_mbps,13.189
8849958637fffff,Tlalpan,AT&T,m_upload_mbps,5.6995000000000005
8849958637fffff,Tlalpan,Movistar,m_upload_mbps,5.719
8849958637fffff,Tlalpan,Telcel,m_upload_mbps,0.447
8849958639fffff,Tlalpan,ALTAN Redes,m_upload_mbps,11.924
8849958639fffff,Tlalpan,Telcel,m_upload_mbps,4.089
884995863bfffff,Tlalpan,ALTAN Redes,m_upload_mbps,22.8745
884995863dfffff,Tlalpan,ALTAN Redes,m_upload_mbps,20.454
884995863dfffff,Tlalpan,Movistar,m_upload_mbps,8.954
884995863dfffff,Tlalpan,Telcel,m_upload_mbps,4.8100000000000005
8849958641fffff,Tlalpan,ALTAN Redes,m_upload_mbps,13.0905
8849958641fffff,Tlalpan,AT&T,m_upload_mbps,7.6715
8849958641fffff,Tlalpan,Movistar,m_upload_mbps,4.34
8849958641fffff,Tlalpan,Telcel,m_upload_mbps,4.485
8849958643fffff,Tlalpan,ALTAN Redes,m_upload_mbps,13.6095
8849958643fffff,Tlalpan,AT&T,m_upload_mbps,0.5615
8849958643fffff,Tlalpan,Movistar,m_upload_mbps,5.794
8849958643fffff,Tlalpan,Telcel,m_upload_mbps,20.079
8849958645fffff,Tlalpan,ALTAN Redes,m_upload_mbps,1.252
8849958645fffff,Tlalpan,Movistar,m_upload_mbps,2.893
8849958645fffff,Tlalpan,Telcel,m_upload_mbps,7.081
8849958647fffff,Tlalpan,ALTAN Redes,m_upload_mbps,6.23
8849958647fffff,Tlalpan,Movistar,m_upload_mbps,10.398
8849958647fffff,Tlalpan,Telcel,m_upload_mbps,9.6985
8849958649fffff,Tlalpan,ALTAN Redes,m_upload_mbps,1.353
884995864bfffff,Tlalpan,ALTAN Redes,m_upload_mbps,22.2835
884995864bfffff,Tlalpan,Movistar,m_upload_mbps,7.797
884995864bfffff,Tlalpan,Telcel,m_upload_mbps,14.205
884995864dfffff,Tlalpan,AT&T,m_upload_mbps,2.341
884995864dfffff,Tlalpan,Telcel,m_upload_mbps,17.646
8849958651fffff,Tlalpan,ALTAN Redes,m_upload_mbps,4.015
8849958653fffff,Tlalpan,ALTAN Redes,m_upload_mbps,0.675
8849958655fffff,Tlalpan,ALTAN Redes,m_upload_mbps,2.1525
8849958655fffff,Tlalpan,AT&T,m_upload_mbps,3.685
8849958655fffff,Tlalpan,Movistar,m_upload_mbps,0.445
8849958655fffff,Tlalpan,Telcel,m_upload_mbps,0.45649999999999996
8849958657fffff,Tlalpan,ALTAN Redes,m_upload_mbps,3.5415
8849958657fffff,Tlalpan,AT&T,m_upload_mbps,0.41
8849958659fffff,Tlalpan,Telcel,m_upload_mbps,0.394
884995865bfffff,Tlalpan,ALTAN Redes,m_upload_mbps,6.1335
884995865bfffff,Tlalpan,AT&T,m_upload_mbps,1.35
884995865bfffff,Tlalpan,Telcel,m_upload_mbps,0.606
884995865dfffff,Tlalpan,ALTAN Redes,m_upload_mbps,26.315
884995865dfffff,Tlalpan,AT&T,m_upload_mbps,11.33
884995865dfffff,Tlalpan,Movistar,m_upload_mbps,6.0585
884995865dfffff,Tlalpan,Telcel,m_upload_mbps,5.473
8849958661fffff,Tlalpan,Telcel,m_upload_mbps,1.554
8849958663fffff,Tlalpan,ALTAN Redes,m_upload_mbps,35.665
8849958663fffff,Tlalpan,AT&T,m_upload_mbps,4.312
8849958663fffff,Tlalpan,Movistar,m_upload_mbps,26.502
8849958663fffff,Tlalpan,Telcel,m_upload_mbps,1.296
8849958667fffff,Tlalpan,ALTAN Redes,m_upload_mbps,19.143
8849958667fffff,Tlalpan,AT&T,m_upload_mbps,22.049500000000002
8849958667fffff,Tlalpan,Movistar,m_upload_mbps,18.071
8849958667fffff,Tlalpan,Telcel,m_upload_mbps,11.979
8849958669fffff,Tlalpan,ALTAN Redes,m_upload_mbps,7.9535
8849958669fffff,Tlalpan,Telcel,m_upload_mbps,3.541
884995866bfffff,Tlalpan,ALTAN Redes,m_upload_mbps,4.8755
884995866bfffff,Tlalpan,Telcel,m_upload_mbps,0.317
884995866dfffff,Tlalpan,ALTAN Redes,m_upload_mbps,10.1855
884995866dfffff,Tlalpan,Movistar,m_upload_mbps,0.122
884995866dfffff,Tlalpan,Telcel,m_upload_mbps,1.793
8849958681fffff,Tlalpan,ALTAN Redes,m_upload_mbps,12.2275
8849958681fffff,Tlalpan,AT&T,m_upload_mbps,4.0995
8849958681fffff,Tlalpan,Movistar,m_upload_mbps,6.266500000000001
8849958681fffff,Tlalpan,Telcel,m_upload_mbps,8.625
8849958683fffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,30.276
8849958683fffff,La Magdalena Contreras,AT&T,m_upload_mbps,2.668
8849958683fffff,La Magdalena Contreras,Movistar,m_upload_mbps,1.119
8849958683fffff,La Magdalena Contreras,Telcel,m_upload_mbps,7.727
8849958683fffff,Tlalpan,ALTAN Redes,m_upload_mbps,31.45
8849958683fffff,Tlalpan,AT&T,m_upload_mbps,6.2195
8849958683fffff,Tlalpan,Movistar,m_upload_mbps,4.488
8849958683fffff,Tlalpan,Telcel,m_upload_mbps,6.328
8849958685fffff,Tlalpan,ALTAN Redes,m_upload_mbps,17.36
8849958685fffff,Tlalpan,AT&T,m_upload_mbps,9.646
8849958685fffff,Tlalpan,Movistar,m_upload_mbps,7.317
8849958685fffff,Tlalpan,Telcel,m_upload_mbps,12.3155
8849958687fffff,Tlalpan,ALTAN Redes,m_upload_mbps,14.659
8849958687fffff,Tlalpan,AT&T,m_upload_mbps,6.0455
8849958687fffff,Tlalpan,Movistar,m_upload_mbps,7.235
8849958687fffff,Tlalpan,Telcel,m_upload_mbps,3.083
8849958689fffff,Tlalpan,ALTAN Redes,m_upload_mbps,22.4655
8849958689fffff,Tlalpan,AT&T,m_upload_mbps,4.384
8849958689fffff,Tlalpan,Movistar,m_upload_mbps,0.511
8849958689fffff,Tlalpan,Telcel,m_upload_mbps,6.1754999999999995
884995868bfffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,15.902
884995868bfffff,La Magdalena Contreras,Telcel,m_upload_mbps,1.702
884995868bfffff,Tlalpan,ALTAN Redes,m_upload_mbps,24.698
884995868bfffff,Tlalpan,Movistar,m_upload_mbps,7.606
884995868bfffff,Tlalpan,Telcel,m_upload_mbps,8.7425
884995868dfffff,Tlalpan,ALTAN Redes,m_upload_mbps,8.7075
884995868dfffff,Tlalpan,AT&T,m_upload_mbps,3.629
884995868dfffff,Tlalpan,Movistar,m_upload_mbps,5.557
884995868dfffff,Tlalpan,Telcel,m_upload_mbps,8.381
8849958691fffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,10.58
8849958691fffff,La Magdalena Contreras,AT&T,m_upload_mbps,4.602
8849958691fffff,La Magdalena Contreras,Movistar,m_upload_mbps,5.7684999999999995
8849958691fffff,La Magdalena Contreras,Telcel,m_upload_mbps,7.884
8849958693fffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,9.1255
8849958693fffff,La Magdalena Contreras,AT&T,m_upload_mbps,6.0435
8849958693fffff,La Magdalena Contreras,Movistar,m_upload_mbps,8.3305
8849958693fffff,La Magdalena Contreras,Telcel,m_upload_mbps,6.735
8849958695fffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,39.0415
8849958695fffff,La Magdalena Contreras,AT&T,m_upload_mbps,18.824
8849958695fffff,La Magdalena Contreras,Movistar,m_upload_mbps,20.9055
8849958695fffff,La Magdalena Contreras,Telcel,m_upload_mbps,8.2975
8849958697fffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,17.9035
8849958697fffff,La Magdalena Contreras,AT&T,m_upload_mbps,10.7235
8849958697fffff,La Magdalena Contreras,Movistar,m_upload_mbps,7.101
8849958697fffff,La Magdalena Contreras,Telcel,m_upload_mbps,3.962
8849958699fffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,0.419
8849958699fffff,La Magdalena Contreras,AT&T,m_upload_mbps,3.862
884995869bfffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,13.1765
884995869bfffff,La Magdalena Contreras,AT&T,m_upload_mbps,0.7295
884995869bfffff,La Magdalena Contreras,Movistar,m_upload_mbps,2.516
884995869bfffff,La Magdalena Contreras,Telcel,m_upload_mbps,7.318
884995869dfffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,8.187
884995869dfffff,La Magdalena Contreras,AT&T,m_upload_mbps,5.5415
884995869dfffff,La Magdalena Contreras,Movistar,m_upload_mbps,8.093
884995869dfffff,La Magdalena Contreras,Telcel,m_upload_mbps,21.218
884995869dfffff,Tlalpan,ALTAN Redes,m_upload_mbps,3.282
884995869dfffff,Tlalpan,AT&T,m_upload_mbps,0.8859999999999999
884995869dfffff,Tlalpan,Telcel,m_upload_mbps,23.841
88499586a1fffff,Tlalpan,ALTAN Redes,m_upload_mbps,6.069
88499586a1fffff,Tlalpan,AT&T,m_upload_mbps,1.658
88499586a1fffff,Tlalpan,Movistar,m_upload_mbps,1.774
88499586a1fffff,Tlalpan,Telcel,m_upload_mbps,11.96
88499586a3fffff,Tlalpan,ALTAN Redes,m_upload_mbps,12.873
88499586a3fffff,Tlalpan,AT&T,m_upload_mbps,5.647
88499586a3fffff,Tlalpan,Movistar,m_upload_mbps,7.402
88499586a3fffff,Tlalpan,Telcel,m_upload_mbps,18.805500000000002
88499586a3fffff,Álvaro Obregón,ALTAN Redes,m_upload_mbps,7.509
88499586a3fffff,Álvaro Obregón,AT&T,m_upload_mbps,16.41
88499586a3fffff,Álvaro Obregón,Movistar,m_upload_mbps,9.141
88499586a3fffff,Álvaro Obregón,Telcel,m_upload_mbps,25.669
88499586a5fffff,Tlalpan,ALTAN Redes,m_upload_mbps,11.810500000000001
88499586a5fffff,Tlalpan,AT&T,m_upload_mbps,5.798
88499586a5fffff,Tlalpan,Movistar,m_upload_mbps,8.024
88499586a5fffff,Tlalpan,Telcel,m_upload_mbps,2.96
88499586a7fffff,Coyoacán,ALTAN Redes,m_upload_mbps,11.336
88499586a7fffff,Coyoacán,AT&T,m_upload_mbps,9.681
88499586a7fffff,Coyoacán,Movistar,m_upload_mbps,5.129
88499586a7fffff,Coyoacán,Telcel,m_upload_mbps,10.6365
88499586a7fffff,Tlalpan,ALTAN Redes,m_upload_mbps,12.209
88499586a7fffff,Tlalpan,AT&T,m_upload_mbps,3.712
88499586a7fffff,Tlalpan,Movistar,m_upload_mbps,14.6295
88499586a7fffff,Tlalpan,Telcel,m_upload_mbps,8.5085
88499586a7fffff,Álvaro Obregón,ALTAN Redes,m_upload_mbps,9.5
88499586a7fffff,Álvaro Obregón,AT&T,m_upload_mbps,17.494
88499586a7fffff,Álvaro Obregón,Movistar,m_upload_mbps,22.843
88499586a7fffff,Álvaro Obregón,Telcel,m_upload_mbps,4.258
88499586a9fffff,Tlalpan,ALTAN Redes,m_upload_mbps,1.154
88499586a9fffff,Tlalpan,AT&T,m_upload_mbps,1.213
88499586a9fffff,Tlalpan,Movistar,m_upload_mbps,6.327
88499586a9fffff,Tlalpan,Telcel,m_upload_mbps,0.822
88499586abfffff,Tlalpan,ALTAN Redes,m_upload_mbps,14.88
88499586abfffff,Tlalpan,AT&T,m_upload_mbps,14.256
88499586abfffff,Tlalpan,Movistar,m_upload_mbps,19.3035
88499586abfffff,Tlalpan,Telcel,m_upload_mbps,14.91
88499586adfffff,Tlalpan,ALTAN Redes,m_upload_mbps,11.312
88499586adfffff,Tlalpan,AT&T,m_upload_mbps,1.901
88499586adfffff,Tlalpan,Movistar,m_upload_mbps,1.152
88499586adfffff,Tlalpan,Telcel,m_upload_mbps,3.551
88499586b1fffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,9.2965
88499586b1fffff,La Magdalena Contreras,AT&T,m_upload_mbps,3.4475
88499586b1fffff,La Magdalena Contreras,Movistar,m_upload_mbps,7.903
88499586b1fffff,La Magdalena Contreras,Telcel,m_upload_mbps,4.4435
88499586b1fffff,Tlalpan,ALTAN Redes,m_upload_mbps,9.584
88499586b1fffff,Tlalpan,AT&T,m_upload_mbps,8.351
88499586b1fffff,Tlalpan,Movistar,m_upload_mbps,32.5185
88499586b1fffff,Tlalpan,Telcel,m_upload_mbps,2.4115
88499586b3fffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,14.282499999999999
88499586b3fffff,La Magdalena Contreras,AT&T,m_upload_mbps,9.411999999999999
88499586b3fffff,La Magdalena Contreras,Movistar,m_upload_mbps,12.9215
88499586b3fffff,La Magdalena Contreras,Telcel,m_upload_mbps,9.084
88499586b5fffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,0.534
88499586b5fffff,La Magdalena Contreras,AT&T,m_upload_mbps,3.589
88499586b5fffff,La Magdalena Contreras,Movistar,m_upload_mbps,7.2205
88499586b5fffff,La Magdalena Contreras,Telcel,m_upload_mbps,20.195999999999998
88499586b5fffff,Tlalpan,ALTAN Redes,m_upload_mbps,5.428
88499586b5fffff,Tlalpan,AT&T,m_upload_mbps,1.729
88499586b5fffff,Tlalpan,Movistar,m_upload_mbps,9.89
88499586b5fffff,Tlalpan,Telcel,m_upload_mbps,20.376
88499586b5fffff,Álvaro Obregón,ALTAN Redes,m_upload_mbps,7.391
88499586b5fffff,Álvaro Obregón,AT&T,m_upload_mbps,7.758
88499586b5fffff,Álvaro Obregón,Movistar,m_upload_mbps,8.136
88499586b5fffff,Álvaro Obregón,Telcel,m_upload_mbps,8.437000000000001
88499586b7fffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,11.039
88499586b7fffff,La Magdalena Contreras,AT&T,m_upload_mbps,5.571
88499586b7fffff,La Magdalena Contreras,Movistar,m_upload_mbps,10.9875
88499586b7fffff,La Magdalena Contreras,Telcel,m_upload_mbps,8.471
88499586b7fffff,Álvaro Obregón,ALTAN Redes,m_upload_mbps,6.227
88499586b7fffff,Álvaro Obregón,AT&T,m_upload_mbps,18.339
88499586b7fffff,Álvaro Obregón,Movistar,m_upload_mbps,8.72
88499586b7fffff,Álvaro Obregón,Telcel,m_upload_mbps,18.372
88499586b9fffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,14.816
88499586b9fffff,La Magdalena Contreras,AT&T,m_upload_mbps,4.0475
88499586b9fffff,La Magdalena Contreras,Movistar,m_upload_mbps,5.7895
88499586b9fffff,La Magdalena Contreras,Telcel,m_upload_mbps,8.835
88499586b9fffff,Tlalpan,ALTAN Redes,m_upload_mbps,17.053
88499586b9fffff,Tlalpan,AT&T,m_upload_mbps,1.7765
88499586b9fffff,Tlalpan,Movistar,m_upload_mbps,2.293
88499586b9fffff,Tlalpan,Telcel,m_upload_mbps,10.3225
88499586bbfffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,25.217
88499586bbfffff,La Magdalena Contreras,AT&T,m_upload_mbps,5.644
88499586bbfffff,La Magdalena Contreras,Movistar,m_upload_mbps,7.4719999999999995
88499586bbfffff,La Magdalena Contreras,Telcel,m_upload_mbps,11.105
88499586bdfffff,Tlalpan,ALTAN Redes,m_upload_mbps,23.058
88499586bdfffff,Tlalpan,AT&T,m_upload_mbps,4.386
88499586bdfffff,Tlalpan,Movistar,m_upload_mbps,14.038499999999999
88499586bdfffff,Tlalpan,Telcel,m_upload_mbps,7.051
88499586c1fffff,Tlalpan,ALTAN Redes,m_upload_mbps,0.479
88499586c1fffff,Tlalpan,AT&T,m_upload_mbps,0.492
88499586c1fffff,Tlalpan,Telcel,m_upload_mbps,2.292
88499586c3fffff,Tlalpan,ALTAN Redes,m_upload_mbps,7.864
88499586c3fffff,Tlalpan,AT&T,m_upload_mbps,4.084
88499586c3fffff,Tlalpan,Movistar,m_upload_mbps,4.62
88499586c3fffff,Tlalpan,Telcel,m_upload_mbps,14.99
88499586c5fffff,Tlalpan,ALTAN Redes,m_upload_mbps,19.122
88499586c5fffff,Tlalpan,AT&T,m_upload_mbps,9.0845
88499586c5fffff,Tlalpan,Movistar,m_upload_mbps,6.166
88499586c5fffff,Tlalpan,Telcel,m_upload_mbps,1.389
88499586c7fffff,Tlalpan,ALTAN Redes,m_upload_mbps,15.9755
88499586c7fffff,Tlalpan,AT&T,m_upload_mbps,1.1545
88499586c7fffff,Tlalpan,Telcel,m_upload_mbps,18.8675
88499586c9fffff,Tlalpan,ALTAN Redes,m_upload_mbps,0.729
88499586cbfffff,Tlalpan,ALTAN Redes,m_upload_mbps,0.341
88499586cbfffff,Tlalpan,Telcel,m_upload_mbps,6.981
88499586d1fffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,26.216
88499586d5fffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,15.941
88499586d5fffff,La Magdalena Contreras,AT&T,m_upload_mbps,21.284
88499586d5fffff,Tlalpan,ALTAN Redes,m_upload_mbps,9.351
88499586d5fffff,Tlalpan,AT&T,m_upload_mbps,13.824
88499586d5fffff,Tlalpan,Movistar,m_upload_mbps,4.0655
88499586d5fffff,Tlalpan,Telcel,m_upload_mbps,12.664
88499586d7fffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,4.406
88499586d7fffff,La Magdalena Contreras,AT&T,m_upload_mbps,1.023
88499586d7fffff,La Magdalena Contreras,Telcel,m_upload_mbps,4.296
88499586ddfffff,La Magdalena Contreras,ALTAN Redes,m_upload_mbps,0.891
88499586ddfffff,La Magdalena Contreras,AT&T,m_upload_mbps,4.165
88499586ddfffff,La Magdalena Contreras,Movistar,m_upload_mbps,5.378
88499586ddfffff,La Magdalena Contreras,Telcel,m_upload_mbps,4.683
88499586ddfffff,Tlalpan,AT&T,m_upload_mbps,1.845
88499586ddfffff,Tlalpan,Movistar,m_upload_mbps,19.008
88499586e1fffff,Tlalpan,ALTAN Redes,m_upload_mbps,7.765499999999999
88499586e1fffff,Tlalpan,AT&T,m_upload_mbps,5.988
88499586e1fffff,Tlalpan,Movistar,m_upload_mbps,19.732
88499586e1fffff,Tlalpan,Telcel,m_upload_mbps,1.2189999999999999
88499586e3fffff,Tlalpan,ALTAN Redes,m_upload_mbps,17.499
88499586e3fffff,Tlalpan,AT&T,m_upload_mbps,6.035
88499586e3fffff,Tlalpan,Movistar,m_upload_mbps,17.933
88499586e3fffff,Tlalpan,Telcel,m_upload_mbps,4.9875
88499586e5fffff,Tlalpan,ALTAN Redes,m_upload_mbps,16.098
88499586e5fffff,Tlalpan,Movistar,m_upload_mbps,7.869000000000001
88499586e5fffff,Tlalpan,Telcel,m_upload_mbps,42.1965
88499586e7fffff,Tlalpan,ALTAN Redes,m_upload_mbps,14.351
88499586e7fffff,Tlalpan,AT&T,m_upload_mbps,6.8195
88499586e7fffff,Tlalpan,Movistar,m_upload_mbps,1.012
88499586e7fffff,Tlalpan,Telcel,m_upload_mbps,3.9160000000000004
88499586e9fffff,Tlalpan,ALTAN Redes,m_upload_mbps,33.5195
88499586e9fffff,Tlalpan,AT&T,m_upload_mbps,35.748
88499586e9fffff,Tlalpan,Movistar,m_upload_mbps,15.022
88499586ebfffff,Tlalpan,ALTAN Redes,m_upload_mbps,4.458
88499586ebfffff,Tlalpan,AT&T,m_upload_mbps,3.094
88499586ebfffff,Tlalpan,Movistar,m_upload_mbps,9.652
88499586ebfffff,Tlalpan,Telcel,m_upload_mbps,14.15
88499586edfffff,Tlalpan,ALTAN Redes,m_upload_mbps,11.9485
88499586edfffff,Tlalpan,AT&T,m_upload_mbps,3.572
88499586edfffff,Tlalpan,Movistar,m_upload_mbps,28.878
88499586edfffff,Tlalpan,Telcel,m_upload_mbps,21.615000000000002
8849958701fffff,Xochimilco,ALTAN Redes,m_upload_mbps,1.029
8849958701fffff,Xochimilco,AT&T,m_upload_mbps,2.7070000000000003
8849958701fffff,Xochimilco,Movistar,m_upload_mbps,3.577
8849958701fffff,Xochimilco,Telcel,m_upload_mbps,0.913
8849958703fffff,Xochimilco,ALTAN Redes,m_upload_mbps,6.1285
8849958703fffff,Xochimilco,AT&T,m_upload_mbps,1.2465
8849958703fffff,Xochimilco,Movistar,m_upload_mbps,14.554
8849958703fffff,Xochimilco,Telcel,m_upload_mbps,15.7
8849958705fffff,Xochimilco,ALTAN Redes,m_upload_mbps,10.315999999999999
8849958705fffff,Xochimilco,AT&T,m_upload_mbps,1.599
8849958705fffff,Xochimilco,Movistar,m_upload_mbps,2.226
8849958705fffff,Xochimilco,Telcel,m_upload_mbps,6.1
8849958707fffff,Xochimilco,ALTAN Redes,m_upload_mbps,20.7755
8849958707fffff,Xochimilco,AT&T,m_upload_mbps,6.377
8849958707fffff,Xochimilco,Movistar,m_upload_mbps,11.385
8849958707fffff,Xochimilco,Telcel,m_upload_mbps,8.915
8849958709fffff,Xochimilco,ALTAN Redes,m_upload_mbps,1.8035
8849958709fffff,Xochimilco,Movistar,m_upload_mbps,4.662
8849958709fffff,Xochimilco,Telcel,m_upload_mbps,4.349
884995870bfffff,Xochimilco,ALTAN Redes,m_upload_mbps,7.501
884995870bfffff,Xochimilco,AT&T,m_upload_mbps,3.193
884995870bfffff,Xochimilco,Movistar,m_upload_mbps,10.677
884995870bfffff,Xochimilco,Telcel,m_upload_mbps,3.445
884995870dfffff,Xochimilco,ALTAN Redes,m_upload_mbps,1.744
884995870dfffff,Xochimilco,AT&T,m_upload_mbps,2.0260000000000002
884995870dfffff,Xochimilco,Movistar,m_upload_mbps,2.173
884995870dfffff,Xochimilco,Telcel,m_upload_mbps,0.873
8849958711fffff,Tlalpan,ALTAN Redes,m_upload_mbps,3.98
8849958711fffff,Tlalpan,AT&T,m_upload_mbps,16.825499999999998
8849958711fffff,Tlalpan,Movistar,m_upload_mbps,7.509
8849958711fffff,Tlalpan,Telcel,m_upload_mbps,3.2565
8849958713fffff,Tlalpan,ALTAN Redes,m_upload_mbps,17.359499999999997
8849958713fffff,Tlalpan,Movistar,m_upload_mbps,0.93
8849958713fffff,Tlalpan,Telcel,m_upload_mbps,3.13
8849958715fffff,Xochimilco,AT&T,m_upload_mbps,8.395
8849958715fffff,Xochimilco,Movistar,m_upload_mbps,0.198
8849958715fffff,Xochimilco,Telcel,m_upload_mbps,11.973
8849958717fffff,Tlalpan,AT&T,m_upload_mbps,1.7385000000000002
8849958717fffff,Tlalpan,Movistar,m_upload_mbps,2.822
8849958717fffff,Tlalpan,Telcel,m_upload_mbps,4.934
8849958717fffff,Xochimilco,ALTAN Redes,m_upload_mbps,19.842
8849958717fffff,Xochimilco,AT&T,m_upload_mbps,1.484
8849958717fffff,Xochimilco,Telcel,m_upload_mbps,1.1005
8849958719fffff,Tlalpan,ALTAN Redes,m_upload_mbps,21.4345
8849958719fffff,Tlalpan,AT&T,m_upload_mbps,9.045
